time,BDOT,RAIN,TS,SMELT,SUBLIM,SRHO
9/19/1980,15.56604421,0,263.8479167,0.04678965,0,154.3702343
9/20/1980,4.66430513,0,259.3479167,0.253553352,0,144.2150122
9/21/1980,6.314789038,0,261.24375,0.071656546,0,145.7301777
9/22/1980,8.630718106,0,261.65,0.019713119,0,136.3150878
9/23/1980,3.02140748,0,262.24375,0.179296134,0,139.9979117
9/24/1980,1.050049009,0,262.11875,0.496045178,0,147.0898247
9/25/1980,0.479570235,0,260.4416667,0.397139767,0,137.2742322
9/26/1980,2.084943212,0,268.0145833,0.248920874,0,137.6896651
9/27/1980,3.428395553,0,268.6395833,0.101908881,0,141.1216388
9/28/1980,8.343475552,0,266.05625,0.346828731,0,173.217507
9/29/1980,2.94437341,0,265.7229167,0.140649187,0,181.8119281
9/30/1980,6.287599926,2.71E-17,267.2125,0.149737336,0,165.3216511
10/1/1980,2.508074471,0,264.1083333,0.233326029,0,167.1309242
10/2/1980,18.84524108,0,264.0458333,0.001167222,0,154.1739206
10/3/1980,20.79135876,0,263.275,0.000542099,0,148.5587704
10/4/1980,4.560313916,0,259.5145833,0.155428202,0,132.7047291
10/5/1980,10.29825246,0,265.7229167,3.68E-07,0,134.6332816
10/6/1980,10.42103919,0,266.6708333,1.23E-07,0,127.4696391
10/7/1980,7.055053426,0,265.99375,0.065286686,0,128.9810779
10/8/1980,22.65432022,0,263.7229167,6.73E-07,0,118.7404677
10/9/1980,39.32685961,0,258.2125,0,0,110.0711246
10/10/1980,14.3959599,0,260.8895833,2.16E-05,0,102.2409294
10/11/1980,5.906714091,0,260.80625,0,0,90.37426601
10/12/1980,4.555183118,0,257.525,0.150086991,0,91.40780384
10/13/1980,0.087635691,4.93E-29,248.3895833,0.368555873,0,97.56507073
10/14/1980,16.5408556,2.71E-17,260.2854167,0.124751896,0,104.3554153
10/15/1980,18.01455494,0,264.4520833,0,0,122.5695161
10/16/1980,0.800138371,6.78E-18,253.2020833,0,0,132.8052188
10/17/1980,0.887020657,0,253.3791667,0,0,137.4047403
10/18/1980,5.665458641,0,262.3895833,0,0,139.7369946
10/19/1980,1.39580177,0,260.5041667,0,0,140.3992694
10/20/1980,2.295508026,0,256.1395833,0,0,143.3926377
10/21/1980,2.841141171,0,260.3166667,0,0,144.2061705
10/22/1980,0.485419884,0,259.5041667,0,0,146.9221539
10/23/1980,0.175535237,8.47E-19,259.1916667,0.000668601,0,150.0077215
10/24/1980,0.575869716,0,263.4416667,0,0,152.3960297
10/25/1980,0.824641697,0,262.0666667,0,0,154.8442565
10/26/1980,0.669490623,0,255.9208333,0.023317706,0,156.6736239
10/27/1980,0.494723954,0,253.36875,0,0,158.0636874
10/28/1980,6.421470361,0,258.8479167,0,0,152.5684202
10/29/1980,8.951204456,0,255.775,0,0,120.2744411
10/30/1980,0.917489097,0,253.1395833,0.003135635,0,121.3447497
10/31/1980,5.012868099,2.71E-17,254.6395833,0,0,120.5825819
11/1/1980,0.92606529,0,248.7541667,0,0,114.4204465
11/2/1980,0.680468732,2.65E-20,255.0458333,0,0,124.7194862
11/3/1980,6.188955171,6.78E-18,259.9208333,0,0,122.9625624
11/4/1980,4.340313277,0,258.0354167,0,0,104.303823
11/5/1980,5.613367775,2.71E-17,262.025,0,0,98.76724559
11/6/1980,4.701712108,0,256.8791667,0,0,99.21660297
11/7/1980,4.91716274,2.71E-17,252.4208333,0,0,98.50420846
11/8/1980,3.336219618,0,249.0145833,0,0,89.92970585
11/9/1980,0.360932877,0,242.1708333,0,0,91.153077
11/10/1980,0.955239884,0,251.2020833,0,0,95.61194307
11/11/1980,0.674714063,6.78E-18,253.7958333,0,0,99.39338893
11/12/1980,2.082975869,5.29E-20,251.6395833,0,0,103.0669417
11/13/1980,2.208669151,0,255.6291667,0,0,106.7689276
11/14/1980,2.698460054,0,250.49375,0,0,101.7474689
11/15/1980,1.710447864,0,252.9104167,0,0,100.1916137
11/16/1980,7.233549886,0,257.1083333,0,0,98.02615225
11/17/1980,5.753975837,0,255.1291667,0,0,97.43014659
11/18/1980,0.836135241,0,253.0770833,0,0,100.8672238
11/19/1980,3.672878332,0,255.6604167,0,0,104.3578894
11/20/1980,11.00336686,0,255.8583333,0,0,100.8113056
11/21/1980,3.414394801,0,253.68125,0,0,92.63437827
11/22/1980,3.925970938,2.71E-17,257.5979167,0,0,92.2345244
11/23/1980,2.677734784,0,255.4,0,0,94.50599417
11/24/1980,3.54520427,0,258.4208333,0,0,97.88215677
11/25/1980,8.505883176,1.36E-17,256.65,0,0,98.88983108
11/26/1980,8.971098745,4.24E-19,256.2229167,0,0,97.37005197
11/27/1980,8.849069305,1.08E-16,256.5770833,0,0,93.08069945
11/28/1980,10.1570969,0,253.2125,0,0,80.56975739
11/29/1980,1.263174945,0,239.4520833,0,0,76.64995729
11/30/1980,6.55E-06,0,237.2125,0,0,83.83110898
12/1/1980,1.91E-08,0,246.5979167,0,0,88.23261606
12/2/1980,3.81E-08,2.02E-25,248.3375,0,0,92.46704784
12/3/1980,1.19E-07,0,241.24375,0,0,96.40912693
12/4/1980,0.045113886,0,242.5145833,0,0,91.9121243
12/5/1980,0.444414964,0,237.3270833,0,0,93.71825943
12/6/1980,1.842163634,0,236.2645833,0,0,92.20116341
12/7/1980,0.132138173,0,222.6604167,0,0,93.4154368
12/8/1980,0,0,222.9520833,0,0,96.15482477
12/9/1980,0,0,226.0770833,0,0,98.71278129
12/10/1980,0.011435208,0,220.0145833,0,0,101.1169748
12/11/1980,0.666807413,0,224.4833333,0,0,129.8515886
12/12/1980,0.793855924,0,225.4729167,0,0,102.625632
12/13/1980,16.19906048,1.08E-16,237.49375,0,0,84.61672106
12/14/1980,8.015107571,2.71E-17,247.05625,0,0,61.59497576
12/15/1980,2.066109018,0,234.6916667,0,0,63.24974948
12/16/1980,0.296051094,0,218.9520833,0,0,66.97144881
12/17/1980,0.000621134,0,219.0041667,0,0,70.70364861
12/18/1980,0,0,224.5875,0,0,70.71231288
12/19/1980,0,0,225.1708333,0,0,73.63379118
12/20/1980,0,0,237.2958333,0,0,76.21595644
12/21/1980,0,0,229.7854167,0,0,78.71513964
12/22/1980,7.13E-15,1.93E-31,237.1395833,0,0,81.06284716
12/23/1980,0,0,233.5770833,0,0,83.28087133
12/24/1980,0.001500704,0,233.2645833,0,0,85.46952884
12/25/1980,0.293073481,0,232.5979167,0,0,87.08496332
12/26/1980,0.034371495,2.12E-19,218.15,0,0,121.5537374
12/27/1980,0,0,215.6916667,0,0,123.5419732
12/28/1980,1.96E-10,0,227.3791667,0,0,125.4528957
12/29/1980,0.231137844,0,235.0041667,0,0,127.2702083
12/30/1980,4.753676203,0,254.4729167,0,0,90.27825799
12/31/1980,37.57144827,1.08E-16,263.4416667,0,0,93.79957731
